,header.normalizedJobTitle,gaTrackerData.sector,map.employerName,new_location,reviews.val.reviewerDuration,reviews.val.reviewerInformation,overview.revenue,overview.size,salary.salaries,reviews.val.reviewRatings.careerOpportunities,reviews.val.reviewRatings.compBenefits,reviews.val.reviewRatings.cultureValues,reviews.val.reviewRatings.overall,reviews.val.reviewRatings.seniorManagement,reviews.val.reviewRatings.worklifeBalance,reviews.val.summaryPoints.ceoApproval,rating.starRating
2365,data engineer,Information Technology,Meilleurs Agents,France,for more than a year,Current Employee,448310043,351,7376.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.5
2366,data engineer,"Arts, Entertainment & Recreation",Betclic Everest Group,France,for less than a year,Current Employee,300000000,751,7455.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.9
2367,data engineer,Information Technology,Ivado Labs,Canada,for more than a year,Current Employee,7753316419,26,12266.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0
2368,data engineer,Business Services,Harrington Starr,England,for less than a year,Current Employee,3000000,126,12267.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.4
2369,data engineer,Information Technology,Back Market,France,for more than 8 years,Current Employee,37500000,351,12311.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.8
2370,data engineer,Information Technology,Joblift,France,for more than a year,Current Employee,134113615,126,12329.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,4.2
2371,data engineer,Information Technology,Continental Technology Solutions,Canada,for less than a year,Current Employee,5062641087,351,12426.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,4.4
2372,data engineer,Business Services,Epsilon,France,for less than a year,Current Employee,3500000000,7501,12497.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.4
2373,data engineer,Information Technology,ALTEN,France,for less than a year,Current Employee,3500000000,10000,17230.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,3.1
2374,data engineer,Information Technology,Econocom,France,for more than a year,Former Employee,3500000000,10000,17377.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,2.9
2375,data engineer,Information Technology,Servian,Australia,for more than a year,Current Employee,6294373637,351,20008.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,4.2
2376,data engineer,Finance,Royal Bank of Scotland,England,for more than 5 years,Former Employee,7500000000,10000,20085.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.7
2377,data engineer,Finance,Oodle Car Finance,England,for less than a year,Current Employee,847575819,351,20177.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.7
2378,data engineer,"Restaurants, Bars & Food Services",Frichti,France,for less than a year,Current Employee,8529920781,126,20220.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.3
2379,data engineer,Biotech & Pharmaceuticals,Prospective Research,England,for more than 8 years,Current Employee,7623220307,26,20228.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0
2380,data engineer,Insurance,Aviva,Canada,for more than a year,Current Employee,7500000000,10000,20402.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.5
2381,data engineer,"Construction, Repair & Maintenance",Ocado Engineering,England,for less than a year,Current Employee,8218556626,351,20500.0,5.0,3.0,4.0,3.0,5.0,2.0,1.0,3.3
2382,data engineer,Business Services,Group O,USA,for less than a year,Current Employee,750000000,3001,20665.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.2
2383,data engineer,Information Technology,Capgemini,Australia,for more than a year,Current Employee,7500000000,10000,21217.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.2
2384,data engineer,Business Services,Professional Recruitment Australia,Australia,for more than a year,Current Employee,3000000,26,118895.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,2.7
2385,data engineer,"Arts, Entertainment & Recreation",Rugby Football Union,England,for more than 5 years,Former Employee,4910676631,751,120833.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.9
2386,data engineer,Information Technology,Zoopla,England,for more than a year,Former Employee,300000000,751,120844.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.4
2387,data engineer,Information Technology,CS Group,France,for less than a year,Former Employee,17500000,3001,120879.0,3.0,3.0,5.0,4.0,5.0,4.0,1.0,3.1
2388,data engineer,Information Technology,New/Mode,Canada,for more than 5 years,Former Employee,6785991672,26,121924.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,5.0
2389,data engineer,Media,Alchimie,France,for more than a year,Former Employee,7883145007,126,122014.0,1.0,3.0,2.0,2.0,3.0,4.0,0.0,3.8
2390,data engineer,Insurance,ASSURANCE IQ,Canada,for less than a year,Former Employee,9338767477,126,122018.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0
2391,data engineer,Business Services,Slalom,Canada,for more than 8 years,Current Employee,1500000000,7501,122600.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0
2392,data engineer,Telecommunications,Orange,France,for more than a year,Current Employee,7500000000,10000,122720.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.8
2393,data engineer,Manufacturing,Air Liquide,France,for more than a year,Current Employee,10000000000,10000,143681.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.5
2394,data engineer,"Oil, Gas, Energy & Utilities",Gazprom Marketing & Trading,England,for more than 8 years,Former Employee,8499738221,751,143893.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.5
2395,data engineer,Business Services,Atkins,England,for more than 3 years,Current Employee,3500000000,10000,143903.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,3.6
2396,data engineer,Finance,Macquarie Group,Australia,for more than a year,Former Employee,7500000000,10000,144132.0,2.0,4.0,4.0,4.0,0.0,5.0,0.0,3.8
2397,data engineer,Information Technology,Back Market,France,for more than a year,Current Employee,37500000,351,145226.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,4.8
2398,data engineer,Business Services,Epsilon,France,for more than 3 years,Former Employee,3500000000,7501,47682.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.4
2399,data engineer,Aerospace & Defense,Lockheed Martin,USA,for more than a year,Current Employee,7500000000,10000,47778.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.8
2400,data engineer,Business Services,Paxus - Technology + Digital Talent,Australia,for more than 5 years,Former Employee,1500698249,126,50708.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.4
2401,data engineer,Information Technology,SS&C Advent,Canada,for more than a year,Current Employee,300000000,3001,50844.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.5
2402,data engineer,Finance,Radius Payment Solutions,England,for more than a year,Former Employee,3500000000,3001,50917.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.7
2403,data engineer,Business Services,IntaPeople,England,for more than a year,Former Employee,7294765505,26,50920.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0
2404,data engineer,Information Technology,Arq Group,Australia,for more than 3 years,Current Employee,300000000,751,50939.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,3.1
2405,data engineer,Information Technology,Metapack,England,for more than a year,Current Employee,37500000,351,52460.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.3
2406,data engineer,Finance,Vanquis Bank,England,for more than a year,Former Employee,7994028948,3001,52535.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0,3.2
2407,data engineer,Business Services,Montreal Associates,France,for more than a year,Former Employee,75000000,126,52754.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,4.3
2408,data engineer,Information Technology,Paytm Labs,Canada,for less than a year,Current Employee,6174198544,126,53915.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0
2409,data engineer,Insurance,Generali Group,France,for less than a year,Current Employee,7500000000,10000,53947.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.4
2410,data engineer,Information Technology,Zylotech,USA,for less than a year,Former Employee,9384678437,26,54015.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.8
2411,data engineer,Information Technology,Integral Ad Science,USA,for more than 3 years,Former Employee,300000000,751,55831.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,3.4
2412,data engineer,Information Technology,MarketMuse,Canada,for more than a year,Former Employee,5881792101,26,57803.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0
2413,data engineer,Information Technology,Amazon,Canada,for less than a year,Former Employee,7500000000,10000,57825.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.8
2414,data engineer,Finance,HSBC Global Technology (HSBC GLT),France,for more than 3 years,Current Employee,7095140748,50,57840.0,4.0,2.0,5.0,4.0,4.0,5.0,1.0,3.8
2415,data engineer,Telecommunications,Orange,France,for less than a year,Current Employee,7500000000,10000,57846.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.8
2416,data engineer,Information Technology,Zone IT Solutions,Australia,for more than a year,Former Employee,1061397673,26,57983.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.4
2417,data engineer,Insurance,Blue Cross and Blue Shield of Nebraska,USA,for more than 3 years,Current Employee,3000000,3001,58104.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0
2418,data engineer,Information Technology,ST Groupe,France,for more than a year,Former Employee,17500000,126,58672.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,3.7
2419,data engineer,Insurance,Zego,England,for less than a year,Former Employee,5074196761,126,59038.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.9
2420,data engineer,Information Technology,OCTO Technology,France,for more than a year,Current Employee,37500000,751,59130.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.4
2421,data engineer,Insurance,Zego,England,for more than 3 years,Former Employee,5770159304,126,102913.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.9
2422,data engineer,Business Services,NJF Global Holdings,USA,for more than 3 years,Current Employee,17500000,126,103058.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.1
2423,data engineer,Business Services,The Bridge (IT Recruitment) Ltd,England,for more than 3 years,Current Employee,37500000,26,103182.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0
2424,data engineer,Information Technology,Ebiznext,France,for more than 5 years,Current Employee,1048531950,126,103538.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.7
2425,data engineer,Information Technology,DMTI Spatial,Canada,for more than 8 years,Former Employee,17500000,126,106552.0,3.0,5.0,3.0,4.0,3.0,5.0,1.0,3.3
2426,data engineer,Retail,ASOS,England,for more than a year,Current Employee,1500000000,3001,106570.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.3
2427,data engineer,Business Services,Opus Talent Solutions,England,for more than 3 years,Current Employee,300000000,351,106620.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,4.1
2428,data engineer,Information Technology,Meilleurs Agents,France,for less than a year,Current Employee,3670748925,351,106689.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,4.5
2429,data engineer,Finance,LCL,France,for less than a year,Former Employee,4691915276,10000,107315.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,3.5
2430,data engineer,Business Services,Samsung R&D Institute India - Bangalore,England,for more than a year,Current Employee,134160682,3001,111770.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.4
2431,data engineer,Business Services,Harnham,England,for more than a year,Current Employee,37500000,126,112712.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.1
2432,data engineer,Information Technology,VISEO,France,for less than a year,Former Employee,300000000,3001,112917.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,3.8
2433,data engineer,Information Technology,Astek,France,for less than a year,Former Employee,300000000,3001,114504.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.8
2434,data engineer,Information Technology,OCTO Technology,France,for less than a year,Current Employee,37500000,751,114530.0,5.0,0.0,5.0,5.0,5.0,5.0,1.0,4.4
2435,data engineer,Information Technology,Keyrus Group,Canada,for less than a year,Former Employee,300000000,3001,115069.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0
2436,data engineer,Business Services,Accenture,France,for more than a year,Former Employee,7500000000,10000,115217.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.7
2437,data engineer,Retail,Watchfinder,England,for more than a year,Current Employee,37500000,126,115278.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,3.2
2438,data engineer,Information Technology,Cisco Systems,USA,for more than a year,Former Employee,7500000000,10000,115343.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.1
2439,data engineer,"Arts, Entertainment & Recreation",Betclic Everest Group,France,for more than 3 years,Former Employee,300000000,751,123610.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.9
2440,data engineer,Business Services,FIRESOFT Consulting,USA,for less than a year,Former Employee,2507941919,26,123717.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,5.0
2441,data engineer,Business Services,Quantum Surgical,France,for more than 8 years,Current Employee,7516033616,26,123873.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.7
2442,data engineer,Finance,Capital Group,USA,for more than 3 years,Current Employee,1500000000,7501,128635.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,3.5
2443,data engineer,Information Technology,UserTesting,USA,for more than 8 years,Current Employee,8596931926,351,128901.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.2
2444,data engineer,Information Technology,Community Brands,USA,for more than a year,Former Employee,750000000,3001,129384.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,3.1
2445,data engineer,Telecommunications,SFR,France,for more than 3 years,Former Employee,7500000000,7501,119591.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.4
2446,data engineer,Finance,Société Générale,France,for more than a year,Current Employee,7500000000,10000,119832.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.5
2447,data engineer,Travel & Tourism,Club Med,France,for more than 3 years,Current Employee,1500000000,10000,119839.0,2.0,4.0,5.0,4.0,3.0,2.0,0.0,3.5
2448,data engineer,Accounting & Legal,MinterEllison,Australia,for more than a year,Former Employee,37500000,3001,120015.0,5.0,3.0,5.0,4.0,4.0,4.0,0.0,3.8
2449,data engineer,Information Technology,Konekt (France),France,for less than a year,Current Employee,7869288299,26,125552.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0
2450,data engineer,Business Services,Searchability,England,for more than 3 years,Current Employee,4082060870,26,125740.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,4.7
2451,data engineer,Information Technology,Lectra,France,for less than a year,Former Employee,750000000,3001,125842.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4
2452,data engineer,Information Technology,carsales.com.au,Australia,for less than a year,Former Employee,300000000,351,125978.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,4.0
2453,data engineer,Business Services,Beijaflore,France,for more than 3 years,Former Employee,300000000,3001,126001.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,3.5
2454,data engineer,Business Services,The Oho Group,England,for more than 3 years,Current Employee,445511340,26,131101.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0
2455,data engineer,Information Technology,Keyrus Group,France,for more than a year,Current Employee,300000000,3001,131190.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,4.0
2456,data engineer,Non-Profit,YAI - Seeing beyond disability,England,for more than a year,Current Employee,300000000,7501,131586.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,3.2
2457,data engineer,Government,Ministry of Justice UK,England,for more than 5 years,Former Employee,300000000,3001,131614.0,2.0,5.0,4.0,4.0,3.0,5.0,1.0,3.3
2458,data engineer,Information Technology,Cerner,USA,for more than 5 years,Current Employee,7500000000,10000,133241.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.5
2459,data engineer,Government,Acumen,USA,for more than a year,Former Employee,17500000,351,133361.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.1
2460,data engineer,Information Technology,SGBD Products,France,for more than a year,Current Employee,7798407790,3001,133617.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0
2461,data engineer,Information Technology,Capgemini,France,for more than a year,Former Employee,7500000000,10000,133650.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,3.6
2462,data engineer,Information Technology,Hitachi Solutions,Canada,for more than a year,Current Employee,7876529100,10000,133749.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.8
2463,data engineer,Information Technology,SADA Systems,Canada,for more than 3 years,Current Employee,75000000,126,133800.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.6
2464,data engineer,Business Services,Harnham,England,for more than 3 years,Current Employee,37500000,126,133901.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,4.1
2465,data engineer,Finance,Société Générale,France,for less than a year,Current Employee,7500000000,10000,59513.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,3.5
2466,data engineer,Business Services,Concept Resourcing,England,for more than 3 years,Former Employee,2791046562,126,59797.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.8
2467,data engineer,Information Technology,Code42,USA,for more than 3 years,Current Employee,799679402,351,59842.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0,3.6
2468,data engineer,Finance,Société Générale,France,for more than a year,Current Employee,7500000000,10000,59945.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.5
2469,data engineer,Information Technology,Esri,USA,for less than a year,Current Employee,1500000000,3001,60388.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.6
2470,data engineer,Business Services,McGregor Boyall Associates,England,for more than 5 years,Current Employee,75000000,126,60499.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,4.5
2471,data engineer,Information Technology,CaseWare,Canada,for less than a year,Current Employee,9914149209,26,60532.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,3.4
2472,data engineer,Insurance,ASSURANCE IQ,USA,for more than 5 years,Former Employee,6862385141,126,140134.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,5.0
2473,data engineer,Information Technology,Zone IT Solutions,Australia,for more than a year,Former Employee,8387931344,26,140230.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.4
2474,data engineer,Information Technology,Zoopla,England,for more than 3 years,Former Employee,300000000,751,1916.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.4
2475,data engineer,Information Technology,Health Catalyst,USA,for more than 3 years,Current Employee,300000000,751,1965.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,4.5
2476,data engineer,Information Technology,Glu Mobile,Canada,for less than a year,Former Employee,300000000,751,11949.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,3.9
2477,data engineer,Business Services,The Oho Group,England,for more than a year,Current Employee,7995947329,26,12070.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0
2478,data engineer,"Construction, Repair & Maintenance",Ocado Engineering,England,for more than a year,Former Employee,4112075949,351,16881.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.3
2479,data engineer,Manufacturing,Safran,France,for less than a year,Current Employee,7500000000,10000,16939.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.7
2480,data engineer,Business Services,Venturi UK,England,for more than 3 years,Current Employee,424280940,126,17067.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0
2481,data engineer,Business Services,Robert Walters,Australia,for less than a year,Former Employee,750000000,3001,17072.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,4.2
2482,data engineer,Information Technology,Samsung Electronics America,England,for more than a year,Current Employee,7500000000,3001,22164.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.9
2483,data engineer,Finance,TGS Management Company,USA,for more than a year,Current Employee,1041941979,26,22386.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0
2484,data engineer,Information Technology,COTA,USA,for more than a year,Current Employee,9147776039,126,22718.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.8
2485,data engineer,"Arts, Entertainment & Recreation",Camelot Group,England,for less than a year,Current Employee,1716348267,751,22758.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.7
2486,data engineer,Information Technology,Capgemini,France,for more than a year,Former Employee,7500000000,10000,22792.0,3.0,4.0,3.0,4.0,2.0,5.0,1.0,3.6
2487,data engineer,Business Services,Venturi UK,England,for more than a year,Former Employee,6989611767,126,126330.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0
2488,data engineer,Information Technology,Paytm,Canada,for more than 5 years,Current Employee,5114017430,3001,126447.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.5
2489,data engineer,Aerospace & Defense,Mission Essential,USA,for more than a year,Current Employee,300000000,3001,136500.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.8
2490,data engineer,Business Services,Harnham,England,for more than a year,Former Employee,37500000,126,136746.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.1
2491,data engineer,"Oil, Gas, Energy & Utilities",BBOXX,England,for less than a year,Current Employee,7657228849,751,140393.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.2
2492,data engineer,Retail,Depop,England,for more than 3 years,Former Employee,2457289412,126,140614.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.4
2493,data engineer,Business Services,Hivency,France,for more than 5 years,Current Employee,5095079123,126,99189.0,4.0,5.0,3.0,4.0,4.0,5.0,1.0,4.5
2494,data engineer,Non-Profit,YAI - Seeing beyond disability,England,for more than 3 years,Former Employee,300000000,7501,118401.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,3.2
2495,data engineer,Information Technology,Properly (Canada),Canada,for more than a year,Former Employee,3158897699,26,118402.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0
2496,data engineer,Information Technology,Capgemini,France,for more than 10 years,Current Employee,7500000000,10000,118418.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.6
2497,data engineer,Information Technology,CaseWare,Canada,for more than 3 years,Former Employee,8905068741,26,120448.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.4
2498,data engineer,Information Technology,CapTech,USA,for more than 3 years,Current Employee,300000000,3001,122870.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.1
2499,data engineer,Manufacturing,Renault,France,for more than a year,Former Employee,75000000,10000,143424.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,3.7
2500,data engineer,Insurance,AXA XL,England,for more than 8 years,Former Employee,7500000000,7501,144311.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.8
2501,data engineer,"Construction, Repair & Maintenance",Ocado Engineering,England,for less than a year,Current Employee,9049767330,351,110829.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.3
2502,data engineer,Telecommunications,SoLocal Group,France,for more than a year,Current Employee,750000000,3001,111001.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0
2503,data engineer,Telecommunications,Orange,France,for more than 8 years,Former Employee,7500000000,10000,113011.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,3.8
2504,data engineer,Business Services,EmergiTel,Canada,for less than a year,Current Employee,17500000,351,113114.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,3.7
2505,data engineer,Media,Electronic Arts,Canada,for more than 8 years,Current Employee,3500000000,7501,113202.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,3.7
2506,data engineer,Information Technology,Joblift,France,for less than a year,Current Employee,9443522470,126,113262.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.2
2507,data engineer,"Arts, Entertainment & Recreation",Camelot Group,England,for less than a year,Current Employee,7233409327,751,116240.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,2.7
2508,data engineer,Information Technology,Civitas Learning,England,for less than a year,Former Employee,3905148792,126,116383.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.8
2509,data engineer,Information Technology,CS Group,France,for more than a year,Former Employee,17500000,3001,135449.0,4.0,3.0,5.0,5.0,3.0,4.0,0.0,3.1
2510,data engineer,Aerospace & Defense,Thales,France,for more than 3 years,Former Employee,7500000000,10000,135501.0,3.0,3.0,5.0,5.0,4.0,5.0,0.0,4.1
2511,data engineer,Finance,Groupe Crédit Agricole,France,for more than a year,Former Employee,7500000000,7501,136405.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,3.8
2512,data engineer,Information Technology,HomeStars,Canada,for more than a year,Former Employee,5026503147,126,4669.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.3
2513,data engineer,Information Technology,Novagen,France,for less than a year,Former Employee,8664961824,26,4859.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,5.0
2514,data engineer,Information Technology,Nyansa,USA,for more than a year,Current Employee,3000000,26,9714.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0
2515,data engineer,Business Services,Meritis,France,for less than a year,Former Employee,37500000,351,9859.0,0.0,5.0,5.0,5.0,5.0,3.0,0.0,4.2
2516,data engineer,Business Services,Reed Business Information,England,for less than a year,Former Employee,300000000,3001,9921.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.4
2517,data engineer,Information Technology,Avanade,Australia,for more than a year,Former Employee,3500000000,10000,14773.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.9
2518,data engineer,Information Technology,Chrome River,France,for more than a year,Current Employee,37500000,351,14784.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,3.9
2519,data engineer,Information Technology,MeridianLink,USA,for more than a year,Current Employee,3039432595,351,30481.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.6
2520,data engineer,Finance,Groupe Crédit Agricole,France,for more than a year,Former Employee,7500000000,7501,30616.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,3.8
2521,data engineer,Education,University of Birmingham,England,for more than a year,Former Employee,300000000,7501,30632.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,4.1
2522,data engineer,Finance,Smarkets,England,for less than a year,Current Employee,37500000,126,30707.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,4.6
2523,data engineer,Business Services,Premier Group IT Recruitment,England,for more than 10 years,Current Employee,8075689580,126,30800.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,2.1
2524,data engineer,Travel & Tourism,RATP Group,France,for more than 3 years,Former Employee,3500000000,10000,30807.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8
2525,data engineer,Media,The Orchard,England,for more than 5 years,Current Employee,7708472245,351,32612.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.4
2526,data engineer,Finance,LCL,France,for more than 3 years,Current Employee,2213871474,10000,32812.0,3.0,3.0,4.0,5.0,4.0,3.0,0.0,3.5
2527,data engineer,Insurance,ICW Group,USA,for less than a year,Former Employee,750000000,751,29299.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.9
2528,data engineer,Finance,Goldman Sachs,England,for more than 3 years,Current Employee,7500000000,10000,29361.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.9
2529,data engineer,Business Services,Datavalue Consulting,France,for more than 3 years,Current Employee,17500000,126,29370.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.5
2530,data engineer,Business Services,Harnham,England,for less than a year,Current Employee,37500000,126,29439.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.1
2531,data engineer,"Oil, Gas, Energy & Utilities",Schneider Electric,France,for more than a year,Current Employee,7500000000,10000,29660.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
2532,data engineer,Information Technology,Newsela,USA,for more than a year,Current Employee,1523245307,351,29738.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.2
2533,data engineer,Information Technology,Econocom,France,for more than a year,Current Employee,3500000000,10000,31779.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.9
2534,data engineer,Information Technology,Cegedim,France,for more than 3 years,Current Employee,300000000,3001,31924.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,3.4
