header.normalizedJobTitle,map.employerName,overview.revenue,overview.size,salary.salaries,reviews.val.reviewRatings.careerOpportunities,reviews.val.reviewRatings.compBenefits,reviews.val.reviewRatings.cultureValues,reviews.val.reviewRatings.overall,reviews.val.reviewRatings.seniorManagement,reviews.val.reviewRatings.worklifeBalance,reviews.val.summaryPoints.ceoApproval,rating.starRating,gaTrackerData.sector_Accounting & Legal,gaTrackerData.sector_Aerospace & Defense,gaTrackerData.sector_Agriculture & Forestry,"gaTrackerData.sector_Arts, Entertainment & Recreation",gaTrackerData.sector_Biotech & Pharmaceuticals,gaTrackerData.sector_Business Services,"gaTrackerData.sector_Construction, Repair & Maintenance",gaTrackerData.sector_Consumer Services,gaTrackerData.sector_Education,gaTrackerData.sector_Finance,gaTrackerData.sector_Government,gaTrackerData.sector_Health Care,gaTrackerData.sector_Information Technology,gaTrackerData.sector_Insurance,gaTrackerData.sector_Manufacturing,gaTrackerData.sector_Media,gaTrackerData.sector_Mining & Metals,gaTrackerData.sector_Non-Profit,"gaTrackerData.sector_Oil, Gas, Energy & Utilities",gaTrackerData.sector_Real Estate,"gaTrackerData.sector_Restaurants, Bars & Food Services",gaTrackerData.sector_Retail,gaTrackerData.sector_Telecommunications,gaTrackerData.sector_Transportation & Logistics,gaTrackerData.sector_Travel & Tourism,new_location_Australia,new_location_Canada,new_location_England,new_location_France,new_location_Germany,new_location_Poland,new_location_Scotland,new_location_USA,reviews.val.reviewerDuration_for less than a year,reviews.val.reviewerDuration_for more than 10 years,reviews.val.reviewerDuration_for more than 2 years,reviews.val.reviewerDuration_for more than 3 years,reviews.val.reviewerDuration_for more than 4 years,reviews.val.reviewerDuration_for more than 5 years,reviews.val.reviewerDuration_for more than 8 years,reviews.val.reviewerDuration_for more than a year,reviews.val.reviewerInformation_Current Employee,reviews.val.reviewerInformation_Former Employee
data engineer,Medidata Solutions,750000000,3001,68184.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
data engineer,Hitachi Solutions,750000000,3001,68227.0,5.0,3.0,5.0,5.0,2.0,5.0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data engineer,Professional Recruitment Australia,3000000,50,68357.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,Avanade,3500000000,7501,68390.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,La Javaness,3000000,50,71993.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Ebiznext,300000000,351,72045.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data engineer,Professional Recruitment Australia,3000000,50,73792.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data engineer,Cazoo,300000000,351,73807.0,2.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,Integral Ad Science,300000000,751,97626.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
data engineer,ERM Power,750000000,7501,98436.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,Immense Simulations,7500000,50,98678.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Havana IT & APPS,7500000,126,98680.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Yieldify,17500000,126,98792.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Groupe Crédit Agricole,7500000000,7501,98875.0,3.0,3.0,5.0,3.0,4.0,3.0,0.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Loblaw Digital,300000000,351,50369.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,U.Group,37500000,351,53493.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
data engineer,Reed Business Information,300000000,3001,54320.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data engineer,Orange,7500000000,7501,54558.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Mazars,300000000,7501,64679.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
data engineer,Nurx,3000000,126,65337.0,3.0,0.0,0.0,5.0,4.0,4.0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
data engineer,La Relève,3000000,50,65459.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,Insurance Australia Group,7500000000,7501,101027.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data engineer,Dice,300000000,351,126573.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
data engineer,CVO-Europe,37500000,751,127359.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data engineer,Continental Technology Solutions,75000000,351,127624.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,The Orchard,300000000,351,127803.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,KLANIK Consulting,17500000,351,128408.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data engineer,Optiv,1500000000,3001,146131.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
data engineer,Equifax,3500000000,7501,146250.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data engineer,Opta Information Intelligence,37500000,126,3975.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
data engineer,Thales,7500000000,7501,4159.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Lockheed Martin,7500000000,7501,14045.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
data engineer,1904Labs,17500000,126,19250.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
data engineer,Samsung Electronics,7500000000,7501,35683.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Paytm,1500000000,3001,38744.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,Harnham,37500000,126,40707.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,LANDR,17500000,126,40856.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data engineer,Age of Learning,300000000,751,43423.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
data engineer,Harnham,37500000,126,43486.0,5.0,3.0,4.0,5.0,4.0,4.0,0.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,SGBD Products,7500000,50,711.0,2.0,2.0,3.0,2.0,2.0,4.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data engineer,Holland & Barrett Retail,750000000,7501,984.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,Afni,300000000,7501,5869.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
data engineer,Rugby Football Union,300000000,351,5871.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Margo,75000000,351,11000.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,Devoteam,750000000,7501,11025.0,5.0,4.0,1.0,4.0,1.0,2.0,3.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Natixis,7500000000,7501,11061.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,AXA,7500000000,7501,15785.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
data engineer,Square One Resources,75000000,126,37150.0,4.0,2.0,5.0,4.0,3.0,5.0,1.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Full Circle Recruitment,500000,50,39681.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,Harnham,37500000,126,39719.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,UpLift (CA),17500000,126,39838.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,ecobee,3000000,751,40027.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,FIRESOFT Consulting,3000000,50,131892.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
data engineer,Newsela,75000000,351,132158.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
data engineer,INVIVOO,17500000,351,142558.0,2.0,3.0,3.0,4.0,3.0,5.0,0.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Devoteam,750000000,7501,142602.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data engineer,Econocom,3500000000,7501,144662.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Rocketrip,17500000,126,144717.0,5.0,4.0,5.0,5.0,4.0,5.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
data engineer,Trainline,300000000,751,144958.0,4.0,3.0,5.0,5.0,3.0,5.0,0.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data engineer,YAI - Seeing beyond disability,300000000,7501,1219.0,5.0,2.0,1.0,2.0,4.0,1.0,0.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,Robert Walters,750000000,3001,36784.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data engineer,Aiimi,17500000,126,36991.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,ENGIE,7500000000,7501,37646.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,LumApps,3000000,50,37732.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Capital Group,1500000000,7501,40307.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
data engineer,The Church of Jesus Christ of Latter-day Saints,750000000,7501,40348.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
data engineer,Margo,75000000,351,40501.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Munich Re,7500000000,7501,44432.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,EAB,300000000,751,44502.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
data engineer,Amazon,7500000000,7501,57452.0,5.0,0.0,5.0,5.0,5.0,4.0,1.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Evolution Recruitment Solutions,3000000,126,57485.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Venturi UK,7500000,50,57571.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
data engineer,Servian,75000000,751,57597.0,3.0,3.0,5.0,4.0,4.0,4.0,0.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
data engineer,SoundHound,37500000,351,57771.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data engineer,Owlstone Medical,17500000,126,65776.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
data engineer,Accor,7500000000,7501,65794.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Venturi UK,7500000,50,65796.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,SSE Enterprise Contracting,750000000,3001,65925.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Harnham,37500000,126,78717.0,4.0,5.0,4.0,3.0,1.0,5.0,3.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data engineer,Devoteam,750000000,7501,146816.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Coop,17500000,7501,146985.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Holland & Barrett Retail,750000000,7501,55210.0,4.0,3.0,5.0,4.0,5.0,4.0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data engineer,Inteam,3000000,50,55216.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Afni,300000000,7501,57139.0,4.0,5.0,3.0,4.0,4.0,3.0,0.0,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
data engineer,Business & Decision Group,300000000,3001,57251.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
data engineer,Natixis,7500000000,7501,57281.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
data engineer,Groupe PSA,7500000000,7501,57409.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Inteam,3000000,50,82735.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Data Cubed,3000000,50,82797.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data engineer,Konekt (France),3000000,50,84556.0,4.0,4.0,3.0,4.0,4.0,5.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Direct Energie,1500000000,351,64947.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
data engineer,Regulatory DataCorp (RDC),37500000,126,65016.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
